Judul Produk,Link Gambar,Harga,Harga Coret,Deskripsi,Status,Berat,Label
The 8th Habit: Melampaui Efektivitas, Menggapai Keagungan,https://lh3.googleusercontent.com/d/1jsUzsbv0WQm6vTgCgtvHa5U9m13YFLOz,Rp3.500,Rp15.000,"The 8th Habit: Melampaui Efektivitas, Menggapai Keagungan adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Filsafat Hukum: Rasionalisme dan Spiritualisme - Dr. Fokky Fuad Wasitaatmadja,https://lh3.googleusercontent.com/d/1kIPfWUXf0VzBYumxQhCHFXHn0H_2Wtm1,Rp3.500,Rp15.000,"Filsafat Hukum: Rasionalisme dan Spiritualisme - Dr. Fokky Fuad Wasitaatmadja adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Keutamaan Birrul Walidain,https://lh3.googleusercontent.com/d/1i8o4tQgdKNLGHkgwDtRuomiNKb6RO9Ne,Rp3.500,Rp15.000,"Keutamaan Birrul Walidain adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Karakteristik Istri Salihah,https://lh3.googleusercontent.com/d/1vrRy4iAGh1LWqgVh0zbxVpXn6s-FEHms,Rp3.500,Rp15.000,"Karakteristik Istri Salihah adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Arah Langkah – Fiersa Besari,https://lh3.googleusercontent.com/d/1NikejERJ_yoUhKzbJlZW04LTC0DHmsb8,Rp3.500,Rp15.000,"Arah Langkah – Fiersa Besari adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Kado Indah Pernikahan,https://lh3.googleusercontent.com/d/1NUYhS2heZ5DVIlOY8DBqWYcwTX-SH1Lc,Rp3.500,Rp15.000,"Kado Indah Pernikahan adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Murtadha Muthahhari: Belajar Konsep Logika,https://lh3.googleusercontent.com/d/15hBK9OyHvI7VcA3Mfi6Eb4ZDHwM4nN2s,Rp3.500,Rp15.000,"Murtadha Muthahhari: Belajar Konsep Logika adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Psikologi Parenting,https://lh3.googleusercontent.com/d/1SG1bdwuyqLvoeKO1XgAZjaccRS1Usulk,Rp3.500,Rp15.000,"Psikologi Parenting adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Think Like a Freak - Steven D. Levitt,https://lh3.googleusercontent.com/d/1FamDYT0NW37C5zXFYvV7OvD2i0IdMBdL,Rp3.500,Rp15.000,"Think Like a Freak - Steven D. Levitt adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Selamat Menunaikan Ibadah Puisi – Joko Pinurbo,https://lh3.googleusercontent.com/d/1azAtgd4gSbl33yltk4VsgzJ8m2ezKq0C,Rp3.500,Rp15.000,"Selamat Menunaikan Ibadah Puisi – Joko Pinurbo adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Buku: Pola Asuh Orang Tua dan Kemandirian Anak,https://lh3.googleusercontent.com/d/1AAGxTrkp20mTZJNFtIhR1GxQojl5FR7T,Rp3.500,Rp15.000,"Buku: Pola Asuh Orang Tua dan Kemandirian Anak adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Dahsyatnya Salat Tahajud dan Salat Duha - Ust. Muhammad Fadhlun,https://lh3.googleusercontent.com/d/14elZSW__R8Kwh9cUyEMlKy5Ge6YYD6bS,Rp3.500,Rp15.000,"Dahsyatnya Salat Tahajud dan Salat Duha - Ust. Muhammad Fadhlun adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Dasar-Dasar Bimbingan dan Konseling,https://lh3.googleusercontent.com/d/1IJbbgQpmZtHlzdM1wesbeFf_LF3CKRBg,Rp3.500,Rp15.000,"Dasar-Dasar Bimbingan dan Konseling adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Tafsir Ringkas - Depag (Jilid 2),https://lh3.googleusercontent.com/d/14-VBjlJj_stNCWEWm99Qa1kbpvnLnMcL,Rp3.500,Rp15.000,"Tafsir Ringkas - Depag (Jilid 2) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
A System of Logic, Ratiocinative and Inductive (Classic Reprint),https://lh3.googleusercontent.com/d/12Jdh-lmldrVadVLhPRmUMPCvWc1AXq5k,Rp3.500,Rp15.000,"A System of Logic, Ratiocinative and Inductive (Classic Reprint) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
One of Us Is Lying [01] – Karen McManus,https://lh3.googleusercontent.com/d/1h9jgrHKGiesAT6hc79OtuEb-H1qNsGtP,Rp3.500,Rp15.000,"One of Us Is Lying [01] – Karen McManus adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Larangan Wanita Haid,https://lh3.googleusercontent.com/d/1cHBFM_JGW245yDQbHpYJoxygDlwtVhxb,Rp3.500,Rp15.000,"Larangan Wanita Haid adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Orang-Orang Terbungkam,https://lh3.googleusercontent.com/d/18o8BHpMBOxXkZ82-0HnU8lUX3ImWWXeG,Rp3.500,Rp15.000,"Orang-Orang Terbungkam adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Belajar Bahasa Arab: Nahwu dan I’rab,https://lh3.googleusercontent.com/d/1j8Jngc3KXMrxZeuioNA9zFuas7SOOV_Z,Rp3.500,Rp15.000,"Belajar Bahasa Arab: Nahwu dan I’rab adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Artikel Nietzsche - Jurnal An-Nur,https://lh3.googleusercontent.com/d/1EhSJ4JO1C5-jOLaR4DLuVj8FeWtVgHin,Rp3.500,Rp15.000,"Artikel Nietzsche - Jurnal An-Nur adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Homo Deus,https://lh3.googleusercontent.com/d/1IA1ffHbFiQnQN8kUUQKpmXGTH2DMMPjm,Rp3.500,Rp15.000,"Homo Deus adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Good Habits, Bad Habits (Z-Library),https://lh3.googleusercontent.com/d/bc1qg4zndrsatg0j6xzdc5czs9l3vntz5gwwsrp6py_Fu,Rp3.500,Rp15.000,"Good Habits, Bad Habits (Z-Library) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Sobotta Atlas of Anatomy: Internal Organs – Jens,https://lh3.googleusercontent.com/d/1XRSlhOANYrfbbMijR60GiTy4EZ4gNymm,Rp3.500,Rp15.000,"Sobotta Atlas of Anatomy: Internal Organs – Jens adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Bincang Pernikahan - Elia Daryati, Anna Farida, Suci Sofia,https://lh3.googleusercontent.com/d/14_gljrwnxlUA2uN0F56SSzWvPI_HevQD,Rp3.500,Rp15.000,"Bincang Pernikahan - Elia Daryati, Anna Farida, Suci Sofia adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Para Pemuka Ahlul Bait Nabi,https://lh3.googleusercontent.com/d/1v7v9KGWbNe4Olw1kh2q_Lom4vBqgKGUm,Rp3.500,Rp15.000,"Para Pemuka Ahlul Bait Nabi adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Hukum Haid, Nifas, dan Lain-lain,https://lh3.googleusercontent.com/d/1sET0vBDfOWSm5R8OqH5_KMXEGhOKLvLl,Rp3.500,Rp15.000,"Hukum Haid, Nifas, dan Lain-lain adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Amalan-amalan Berpahala Seperti Salat Malam,https://lh3.googleusercontent.com/d/187mIhXOaV8AaoiEeLncIW6M_-MEiRy51,Rp3.500,Rp15.000,"Amalan-amalan Berpahala Seperti Salat Malam adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Seruan Zarathustra (2),https://lh3.googleusercontent.com/d/1FovAXdGio6aDUXt05DVjOYKZTyOeYjav,Rp3.500,Rp15.000,"Seruan Zarathustra (2) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
